Title,TOMATOMETER score,TOMATOMETER Count,AUDIENCE score,AUDIENCE count,Year,Cast 1,Cast 2,Cast 3,director_name,Runtime,Genre_Action,Genre_Art&Foreign,Genre_Classics,Genre_Comedy,Genre_Documentary,Genre_Drama,Genre_Horror,Genre_Kids&Family,Genre_Mystery,Genre_Romance,Genre_SciFi,Rating_G,Rating_NC17,Rating_NR,Rating_PG,Rating_PG-13,Rating_R,cast1_oscar_nom,cast1_oscars,cast2_oscar_nom,cast2_oscars,cast3_oscar_nom,cast3_oscars,cast1_FB_likes,cast2_FB_likes,cast3_FB_likes,dir_oscar_nom,dir_oscars,director_awards,director_facebook_likes,cast_total_facebook_likes
Sami Blood,96.0,27,83.0,243,2017,Lene Cecilia Sparrok,Mia Erika Sparrok,Maj-Doris Rimpi,Amanda Kernell,110,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Darkest Hour,85.0,300,82.0,13883,2017,Gary Oldman,Kristin Scott Thomas,Stephen Dillane,Joe Wright,125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.0,1.0,1.0,0.0,0.0,0.0,10000.0,1000.0,577.0,0.0,0.0,37.0,456.0,0.0
Novitiate,86.0,98,70.0,1857,2017,Margaret Qualley,Melissa Leo,Julianne Nicholson,Margaret Betts,123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,2.0,1.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Chamber,33.0,15,16.0,63,2018,Charlotte Salt,Christian Hillborg,Elliot Levey,Ben Parker,87,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Young Karl Marx (Le jeune Karl Marx),60.0,47,71.0,392,2018,August Diehl,Stefan Konarske,Vicky Krieps,Raoul Peck,118,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,367.0,33.0,0.0,0.0,0.0,232.0,0.0
Dance Academy: The Comeback,100.0,15,84.0,669,2018,Xenia Goodwin,Alicia Banit,Dena Kaplan,Jeffrey Walker,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Mute,20.0,83,47.0,1484,2018,Alexander Skarsgrd,Paul Rudd,Justin Theroux,Duncan Jones,126,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,1000.0,0.0,0.0,26.0,0.0,0.0
The Clapper,23.0,26,32.0,245,2018,Ed Helms,Amanda Seyfried,Tracy Morgan,Dito Montiel,89,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,642.0,0.0,0.0,0.0,68.0,0.0
My Friend Dahmer,87.0,100,61.0,5382,2017,Ross Lynch,Anne Heche,Dallas Roberts,Marc Meyers,107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,643.0,405.0,0.0,0.0,0.0,232.0,0.0
The Man Who Invented Christmas,79.0,168,77.0,3881,2017,Dan Stevens (IV),Christopher Plummer,Jonathan Pryce,Bharat Nalluri,104,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,3.0,1.0,1.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Midnighters,81.0,31,37.0,208,2018,Alex Essoe,Dylan McTee,Perla Haney-Jardine,Julius Ramsay,94,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Scorched Earth,20.0,10,42.0,88,2018,Gina Carano,John Hannah,Ryan Robbins,Peter Howitt,93,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,270.0,0.0,0.0,0.0,29.0,0.0
The Lodgers,55.0,44,42.0,268,2018,Charlotte Vega,Bill Milner,David Bradley,Brian O'Malley,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Let There Be Light,30.0,10,75.0,2938,2017,Kevin Sorbo,Sam Sorbo,Daniel Roebuck,Kevin Sorbo,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,1000.0,0.0,0.0,0.0,232.0,0.0
Hangman,5.0,22,29.0,422,2017,Brittany Snow,Al Pacino,Karl Urban,Johnny Martin,98,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,9.0,1.0,0.0,0.0,367.0,14000.0,367.0,0.0,0.0,0.0,232.0,0.0
Curvature,47.0,17,59.0,119,2018,Lyndsy Fonseca,Glenn Morshower,Linda Hamilton,Diego Hallivis,89,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,894.0,367.0,0.0,0.0,0.0,232.0,0.0
Survivors Guide to Prison,100.0,13,69.0,192,2018,Susan Sarandon,Patricia Arquette,Danny Glover,Matthew Cooke,102,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1.0,1.0,1.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Lullaby,67.0,12,75.0,241,2018,Brandon Auret,Reine Swart,Denr Reiners,Darrell James Roodt,96,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Step Sisters,22.0,9,45.0,166,2018,Alessandra Toreson,Megalyn Echikunwoke,Eden Sher,Charles Stone III,108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,476.0,367.0,0.0,0.0,0.0,30.0,0.0
Showdown in Manila,0.0,5,22.0,37,2018,Alexander Nevsky,Casper Van Dien,Mark Dacascos,Mark Dacascos,86,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Blade Runner 2049,87.0,426,81.0,59720,2017,Ryan Gosling,Harrison Ford,Ana de Armas,Denis Villeneuve,164,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2.0,0.0,1.0,0.0,0.0,0.0,33000.0,11000.0,367.0,1.0,0.0,121.0,777.0,0.0
"I, Daniel Blake",92.0,180,85.0,8284,2017,Dave Johns,Hayley Squires,Dylan McKiernan,Ken Loach,100,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,168.0,644.0,0.0
Jigsaw,33.0,87,89.0,29317,2017,Matt Passmore,Callum Keith Rennie,Cl Bennett,Michael Spierig,91,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,35.0,0.0
My Entire High School Sinking Into the Sea,84.0,70,57.0,521,2017,Jason Schwartzman,Lena Dunham,Reggie Watts,Dash Shaw,75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,969.0,367.0,0.0,0.0,0.0,232.0,0.0
Crooked House,57.0,30,57.0,530,2017,Glenn Close,Max Irons,Christina Hendricks,Gilles Paquet-Brenner,115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,15.0,0.0
Chasing the Dragon,50.0,6,73.0,487,2017,Donnie Yen,Andy Lau,Kent Cheng,Jason Kwan,128,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,483.0,367.0,0.0,0.0,0.0,232.0,0.0
American Folk,76.0,21,61.0,191,2018,Joe Purdy,Amber Rubarth,Krisha Fairchild,David Heinz,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Thank You for Your Service,77.0,113,73.0,6835,2017,Miles Teller,Haley Bennett,Joe Cole,Jason Hall,108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,664.0,233.0,0.0,0.0,0.0,232.0,0.0
The Killing of a Sacred Deer,79.0,268,65.0,9888,2017,Nicole Kidman,Colin Farrell,Barry Keoghan,Yorgos Lanthimos,119,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.0,1.0,0.0,0.0,0.0,0.0,367.0,0.0,367.0,1.0,0.0,72.0,252.0,0.0
Last Flag Flying,78.0,210,71.0,4181,2017,Steve Carell,Bryan Cranston,Laurence Fishburne,Richard Linklater,124,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,0.0,1.0,0.0,7000.0,367.0,367.0,1.0,0.0,209.0,0.0,0.0
Blood Honey,14.0,7,72.0,650,2018,Shenae Grimes,Gil Bellows,Kenneth Mitchell,Jeff Kopas,95,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,261.0,250.0,0.0,0.0,0.0,232.0,0.0
The Final Year,84.0,104,48.0,472,2018,John Kerry,Samantha Power,Ben Rhodes,Greg Barker,89,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Beyond Skyline,63.0,19,37.0,767,2017,Frank Grillo,Bojana Novakovic,Jonny Weston,Liam O'Donnell,106,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,798.0,2000.0,328.0,0.0,0.0,0.0,232.0,0.0
The Midnight Man,30.0,10,32.0,163,2018,Lin Shaye,Robert Englund,Gabrielle Haugh,Travis Zariwny,93,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,852.0,367.0,367.0,0.0,0.0,0.0,4.0,0.0
The Open House,15.0,13,8.0,1966,2018,Dylan Minnette,Piercey Dalton,Sharif Atkins,Matt Angel,94,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Delirium,0.0,5,42.0,70,2018,Mike C. Manning,Ryan Pinkston,Seth Austin,Johnny Martin,88,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Old Stone (Lao Shi),96.0,28,60.0,143,2016,Chen Gang,An Nai,Wang Hongwei,Johnny Ma,80,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
All I See Is You,27.0,55,30.0,1534,2017,Blake Lively,Jason Clarke,Ahna O'Reilly,Marc Forster,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,282.0,0.0,0.0,20.0,395.0,0.0
Walking Out,90.0,49,57.0,850,2017,Matt Bomer,Josh Wiggins,Bill Pullman,Andrew J. Smith,95,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
God's Own Country,98.0,123,87.0,4371,2017,Josh O'Connor,Alec Secareanu,Gemma Jones,Francis Lee,104,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,171.0,0.0,0.0,0.0,232.0,0.0
Django,59.0,22,79.0,126,2018,Reda Kateb,Ccile De France,Beata Palya,Etienne Comar,117,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Tom of Finland,84.0,64,69.0,802,2017,Pekka Strang,Lauri Tilkanen,Jessica Grabowsky,Dome Karukoski,114,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Suburbicon,28.0,249,25.0,8275,2017,Matt Damon,Julianne Moore,Noah Jupe,George Clooney,105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,5.0,1.0,0.0,0.0,13000.0,367.0,367.0,1.0,0.0,240.0,0.0,0.0
Stratton,0.0,35,20.0,180,2018,Dominic Cooper,Austin Stowell,Gemma Chan,Simon West,95,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,367.0,288.0,0.0,0.0,0.0,165.0,0.0
The Square,85.0,213,70.0,4019,2010,Joel Edgerton,Anthony Hayes,David Roberts,Nash Edgerton,106,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,176.0
Professor Marston & The Wonder Women,86.0,176,77.0,5302,2017,Luke Evans,Rebecca Hall,Bella Heathcote,Angela Robinson,108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,860.0,0.0,0.0,0.0,23.0,0.0
Reset,50.0,8,57.0,74,2017,Mi Yang,Wallace Huo,King Shih-chieh,Yoon Hong-Seung,106,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Stray,40.0,10,69.0,902,2017,Michael Cassidy,Sarah Lancaster,Connor Corum,Mitch Davis,92,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,116.0,0.0,0.0,0.0,7.0,0.0
Napping Princess (Hirune-hime: Shiranai watashi no monogatari),65.0,17,53.0,134,2017,Arata Furuta,Mitsuki Takahata,Shinnosuke Mashima,Kenji Kamiyama,110,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Victor Crowley,67.0,15,48.0,130,2017,Dave Sheridan,Kane Hodder,Krystal Joy Brown,Adam Green,93,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,935.0,367.0,0.0,0.0,0.0,134.0,0.0
24 Hours to Live,52.0,21,29.0,312,2017,Ethan Hawke,Xu Qing,Liam Cunningham,Brian Smrz,92,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Just Charlie,100.0,7,85.0,74,2018,Patricia Potter,Scot Williams,Harry Gilby,Rebekah Fortune,95,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Kill Order,14.0,7,47.0,37,2018,Chris Mark,Daniel Park,Denis Akiyama,James Mark,77,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Day of the Dead: Bloodline,13.0,8,9.0,372,2018,Sophie Skelton,Johnathon Schaech,Jeff Gum,Hctor Hernndez Vicens,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Woody Woodpecker,13.0,8,34.0,198,2017,Eric Bauza,Timothy Omundson,Thaila Ayala,Alex Zamm,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,816.0,367.0,0.0,0.0,0.0,43.0,0.0
Living Among Us,14.0,7,75.0,100,2018,William Sadler,James Russo,Esm Bianco,Brian A. Metcalf,81,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,383.0,367.0,0.0,0.0,0.0,232.0,0.0
Same Kind of Different As Me,33.0,9,86.0,3199,2017,Greg Kinnear,Rene Zellweger,Djimon Hounsou,Michael Carney (XII),119,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,2.0,0.0,367.0,367.0,3000.0,0.0,0.0,0.0,232.0,0.0
LBJ,57.0,83,55.0,3112,2017,Woody Harrelson,Jennifer Jason Leigh,Rich Sommer,Rob Reiner,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,1.0,0.0,0.0,0.0,367.0,1000.0,367.0,0.0,0.0,51.0,0.0,0.0
Wonder,85.0,186,88.0,18785,2017,Julia Roberts,Owen Wilson,Jacob Tremblay,Stephen Chbosky,113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.0,1.0,0.0,0.0,0.0,0.0,8000.0,367.0,681.0,0.0,0.0,0.0,139.0,0.0
Red Dog: True Blue,100.0,13,67.0,254,2016,Jason Isaacs,Levi Miller,Bryan Brown,Kriv Stenders,89,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,284.0,0.0,0.0,0.0,25.0,0.0
Golden Exits,67.0,52,38.0,238,2018,Emily Browning,Adam Horovitz,Mary-Louise Parker,Alex Ross Perry,94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Mom and Dad,75.0,131,39.0,1505,2018,Nicolas Cage,Selma Blair,Anne Winters,Brian Taylor,83,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2.0,1.0,0.0,0.0,0.0,0.0,12000.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Mad to Be Normal,64.0,22,65.0,113,2018,David Tennant,Elisabeth Moss,Michael Gambon,Robert Mullan,106,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Like Me,73.0,26,55.0,320,2018,Addison Timlin,Ian Nelson,Larry Fessenden,Robert Mockler,80,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,83.0,0.0,0.0,0.0,232.0,0.0
The Florida Project,96.0,299,80.0,13090,2017,Willem Dafoe,Valeria Cotto,Bria Vinaite,Sean Baker (II),115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Entanglement,61.0,33,48.0,128,2018,Thomas Middleditch,Jess Weixler,Diana Bang,Jason James (II),85,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,386.0,367.0,0.0,0.0,0.0,232.0,0.0
Becks,95.0,20,89.0,199,2018,Lena Hall,Mena Suvari,Christine Lahti,Elizabeth Rohrbaugh,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
"Roman J. Israel, Esq.",53.0,171,53.0,4102,2017,Denzel Washington,Colin Farrell,Shelley Hennig,Dan Gilroy,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8.0,2.0,0.0,0.0,0.0,0.0,18000.0,0.0,707.0,0.0,0.0,33.0,66.0,0.0
Still/Born,68.0,22,31.0,226,2018,Christie Burke,Jesse Moss,Rebecca Olson (VII),Brandon Christensen (II),87,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,380.0,136.0,367.0,0.0,0.0,0.0,232.0,0.0
The Ritual,73.0,90,60.0,1925,2017,Jacob James Beswick,Rafe Spall,Robert James-Collier,David Bruckner,94,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,358.0,367.0,0.0,0.0,0.0,232.0,0.0
Monster Family,10.0,21,23.0,227,2018,Celia Imrie,Emily Watson,Jason Isaacs,Holger Tappe,96,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,2.0,0.0,0.0,0.0,186.0,876.0,367.0,0.0,0.0,0.0,232.0,0.0
When We First Met,43.0,23,57.0,817,2018,Adam DeVine,Alexandra Daddario,Shelley Hennig,Ari Sandel,97,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,707.0,0.0,0.0,0.0,17.0,0.0
Bomb City,75.0,12,83.0,527,2018,Dave Davis,Glenn Morshower,Logan Huffman,Jameson Brooks,95,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,894.0,367.0,0.0,0.0,0.0,232.0,0.0
Hellraiser: Judgment,50.0,8,26.0,252,2018,Rheagan Wallace,Randy Wayne,Alexandra Harris,Gary J. Tunnicliffe,81,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,984.0,367.0,0.0,0.0,0.0,232.0,0.0
Irreplaceable You,32.0,19,58.0,204,2018,Gugu Mbatha-Raw,Michiel Huisman,Steve Coogan,Stephanie Laing,96,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,2000.0,1000.0,0.0,0.0,0.0,232.0,0.0
Heat and Dust,85.0,13,56.0,587,1983,Julie Christie,Greta Scacchi,Christopher Cazenove,James Ivory,133,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4.0,1.0,0.0,0.0,0.0,0.0,597.0,367.0,367.0,3.0,0.0,0.0,133.0,0.0
Despicable Me 3,58.0,190,53.0,78563,2017,Steve Carell,Kristen Wiig,Trey Parker,Kyle Balda,90,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,7000.0,367.0,406.0,0.0,0.0,0.0,22.0,0.0
Tulip Fever,10.0,60,43.0,5268,2017,Alicia Vikander,Dane DeHaan,Christoph Waltz,Justin Chadwick,107,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,2.0,2.0,367.0,367.0,11000.0,0.0,0.0,0.0,56.0,0.0
Logan Lucky,92.0,278,76.0,27525,2017,Channing Tatum,Adam Driver,Riley Keough,Steven Soderbergh,119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2.0,0.0,0.0,0.0,17000.0,367.0,691.0,2.0,1.0,92.0,0.0,0.0
Karl Marx City,96.0,26,71.0,198,2017,Matilda Tucker,Matilda Tucker,Christa Epperlein,Michael Tucker,89,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Better Watch Out,89.0,64,65.0,4424,2017,Levi Miller,Olivia DeJonge,Ed Oxenbould,Chris Peckover,99,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,99.0,367.0,0.0,0.0,0.0,232.0,0.0
Kepler's Dream,56.0,9,83.0,17,2017,Holland Taylor,Isabella Blake-Thomas,Sean Patrick Flanery,Amy Glazer,90,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,458.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Women's Balcony (Ismach Hatani),96.0,47,77.0,1477,2017,Orna Banai,Itzik Cohen,Einat Sarouf,Emil Ben-Shimon,96,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Osiris Child: Science Fiction Volume One,63.0,19,47.0,2020,2017,Kellan Lutz,Daniel MacPherson,Luke Ford,Shane Abbess,99,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,110.0,0.0,0.0,0.0,232.0,0.0
Conor McGregor: Notorious,50.0,14,73.0,312,2017,Conor McGregor,Dana White,Arnold Schwarzenegger,Gavin Fitzgerald,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Gook,94.0,54,84.0,1486,2017,Justin Chon,Simone Baker,David So,Justin Chon,94,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,552.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Crown Heights,76.0,80,78.0,837,2017,LaKeith Stanfield,Natalie Paul,Bill Camp,Matt Ruskin,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
All Saints,95.0,19,72.0,3008,2017,John Corbett,Cara Buono,Barry Corbin,Steve Gomer,108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,883.0,0.0,0.0,0.0,9.0,0.0
The Trip to Spain,83.0,104,65.0,2210,2017,Steve Coogan,Rob Brydon,Marta Barrio,Michael Winterbottom,111,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,161.0,367.0,0.0,0.0,0.0,187.0,0.0
Santoalla,85.0,13,85.0,143,2017,Carlos Rodrguez (LVII),Jovita Rodrguez,Julio Rodrguez (XVII),Andrew Becker (II),83,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
